,Club_Name,Name,Event,Role,Fest_Name,Roll No.
125,club_1,joaquin crist,club_1_event_2,Participant,,17XJ1A0305
793,club_2,joaquin crist,club_2_event_1,Participant,,17XJ1A0305
1601,,joaquin crist,fest_1_event_4,,fest_1,17XJ1A0305
176,club_2,joaquin crist,club_2_event_2,Participant,,17XJ1A0305
997,,joaquin crist,fest_2_event_1,,fest_2,17XJ1A0305
4035,,joaquin crist,fest_1_event_2,,fest_2,17XJ1A0305
3965,,joaquin crist,fest_1_event_4,,fest_1,17XJ1A0305
1051,,joaquin crist,fest_2_event_5,,fest_2,17XJ1A0305
751,club_3,joaquin crist,club_3_event_2,Participant,,17XJ1A0305
4084,,gia grey,fest_1_event_12,,fest_1,17XJ1A0306
2765,,gia grey,fest_2_event_14,,fest_2,17XJ1A0306
3403,,gia grey,fest_1_event_1,,fest_1,17XJ1A0306
2941,,gia grey,fest_1_event_1,,fest_1,17XJ1A0306
727,club_2,samira baer,club_2_event_2,Participant,,17XJ1A0308
875,club_1,samira baer,club_1_event_3,Participant,,17XJ1A0308
360,club_3,samira baer,club_3_event_1,Participant,,17XJ1A0308
886,club_3,samira baer,club_3_event_2,Participant,,17XJ1A0308
362,club_3,samira baer,club_3_event_3,Participant,,17XJ1A0308
3430,,aleah crider,fest_2_event_12,,fest_2,17XJ1A0309
2584,,aleah crider,fest_2_event_2,,fest_2,17XJ1A0309
1224,,aleah crider,fest_2_event_7,,fest_2,17XJ1A0309
2167,,aleah crider,fest_1_event_9,,fest_1,17XJ1A0309
1624,,aleah crider,fest_2_event_1,,fest_2,17XJ1A0309
4818,,aleah crider,fest_2_event_5,,fest_2,17XJ1A0309
4321,,aleah crider,fest_2_event_14,,fest_2,17XJ1A0309
2587,,aleah crider,fest_2_event_13,,fest_2,17XJ1A0309
2819,,aleah crider,fest_2_event_11,,fest_2,17XJ1A0309
2126,,aleah crider,fest_2_event_8,,fest_2,17XJ1A0309
1802,,aleah crider,fest_1_event_11,,fest_1,17XJ1A0309
1111,,aleah crider,fest_2_event_4,,fest_2,17XJ1A0309
2585,,aleah crider,fest_2_event_3,,fest_2,17XJ1A0309
1607,,aleah crider,fest_2_event_5,,fest_2,17XJ1A0309
2466,,aleah crider,fest_1_event_11,,fest_1,17XJ1A0309
1496,,aleah crider,fest_1_event_2,,fest_2,17XJ1A0309
2287,,aleah crider,fest_1_event_5,,fest_1,17XJ1A0309
1926,,aleah crider,fest_1_event_13,,fest_1,17XJ1A0309
3781,,aleah crider,fest_2_event_12,,fest_2,17XJ1A0309
3770,,aleah crider,fest_1_event_3,,fest_1,17XJ1A0309
3893,,aleah crider,fest_1_event_6,,fest_1,17XJ1A0309
2498,,aleah crider,fest_1_event_3,,fest_1,17XJ1A0309
1618,,aleah crider,fest_2_event_6,,fest_2,17XJ1A0309
1459,,aleah crider,fest_1_event_13,,fest_1,17XJ1A0309
1818,,aleah crider,fest_2_event_5,,fest_2,17XJ1A0309
4483,,aleah crider,fest_1_event_11,,fest_1,17XJ1A0309
4475,,aleah crider,fest_2_event_2,,fest_2,17XJ1A0309
3940,,aleah crider,fest_1_event_4,,fest_1,17XJ1A0309
4990,,aleah crider,fest_2_event_5,,fest_2,17XJ1A0309
2298,,aleah crider,fest_1_event_13,,fest_1,17XJ1A0309
2112,,aleah crider,fest_1_event_8,,fest_1,17XJ1A0309
1480,,aleah crider,fest_2_event_10,,fest_2,17XJ1A0309
2368,,aleah crider,fest_2_event_2,,fest_2,17XJ1A0309
1303,,aleah crider,fest_2_event_1,,fest_2,17XJ1A0309
1321,,aleah crider,fest_2_event_3,,fest_2,17XJ1A0309
2394,,aleah crider,fest_2_event_12,,fest_2,17XJ1A0309
1555,,aleah crider,fest_1_event_1,,fest_1,17XJ1A0309
2748,,aleah crider,fest_1_event_3,,fest_1,17XJ1A0309
1597,,aleah crider,fest_2_event_7,,fest_2,17XJ1A0309
2667,,aleah crider,fest_1_event_4,,fest_1,17XJ1A0309
1364,,aleah crider,fest_2_event_15,,fest_2,17XJ1A0309
1347,,aleah crider,fest_1_event_8,,fest_1,17XJ1A0309
2453,,aleah crider,fest_1_event_7,,fest_1,17XJ1A0309
1837,,aleah crider,fest_2_event_7,,fest_2,17XJ1A0309
1519,,aleah crider,fest_2_event_5,,fest_2,17XJ1A0309
1185,,aleah crider,fest_1_event_8,,fest_1,17XJ1A0309
1129,,aleah crider,fest_1_event_9,,fest_1,17XJ1A0309
1139,,aleah crider,fest_2_event_6,,fest_2,17XJ1A0309
1363,,aleah crider,fest_1_event_1,,fest_1,17XJ1A0309
1102,,aleah crider,fest_2_event_8,,fest_2,17XJ1A0309
1061,,aleah crider,fest_1_event_12,,fest_1,17XJ1A0309
2152,,aleah crider,fest_1_event_10,,fest_1,17XJ1A0309
1502,,aleah crider,fest_1_event_10,,fest_1,17XJ1A0309
4737,,aleah crider,fest_1_event_12,,fest_1,17XJ1A0309
3642,,aleah crider,fest_2_event_9,,fest_2,17XJ1A0309
4289,,aleah crider,fest_1_event_7,,fest_1,17XJ1A0309
4914,,aleah crider,fest_1_event_13,,fest_1,17XJ1A0309
2534,,aleah crider,fest_1_event_6,,fest_1,17XJ1A0309
5270,,aleah crider,fest_2_event_11,,fest_2,17XJ1A0309
3620,,aleah crider,fest_2_event_1,,fest_2,17XJ1A0309
4767,,aleah crider,fest_1_event_9,,fest_1,17XJ1A0309
3689,,aleah crider,fest_1_event_9,,fest_1,17XJ1A0309
4127,,aleah crider,fest_1_event_5,,fest_1,17XJ1A0309
5280,,aleah crider,fest_1_event_10,,fest_1,17XJ1A0309
3093,,aleah crider,fest_2_event_14,,fest_2,17XJ1A0309
4032,,aleah crider,fest_1_event_3,,fest_1,17XJ1A0309
3101,,aleah crider,fest_2_event_8,,fest_2,17XJ1A0309
3038,,aleah crider,fest_2_event_13,,fest_2,17XJ1A0309
3606,,aleah crider,fest_2_event_4,,fest_2,17XJ1A0309
4814,,aleah crider,fest_1_event_5,,fest_1,17XJ1A0309
3489,,aleah crider,fest_1_event_2,,fest_2,17XJ1A0309
4074,,aleah crider,fest_2_event_9,,fest_2,17XJ1A0309
2836,,aleah crider,fest_1_event_2,,fest_2,17XJ1A0309
1474,,aleah crider,fest_1_event_4,,fest_1,17XJ1A0309
3284,,aleah crider,fest_2_event_14,,fest_2,17XJ1A0309
1241,,aleah crider,fest_1_event_8,,fest_1,17XJ1A0309
3936,,aleah crider,fest_1_event_4,,fest_1,17XJ1A0309
4514,,aleah crider,fest_2_event_3,,fest_2,17XJ1A0309
4101,,aleah crider,fest_2_event_4,,fest_2,17XJ1A0309
4979,,aleah crider,fest_2_event_1,,fest_2,17XJ1A0309
3556,,aleah crider,fest_2_event_15,,fest_2,17XJ1A0309
3333,,aleah crider,fest_2_event_7,,fest_2,17XJ1A0309
3800,,aleah crider,fest_2_event_10,,fest_2,17XJ1A0309
4176,,aleah crider,fest_2_event_8,,fest_2,17XJ1A0309
4729,,aleah crider,fest_2_event_11,,fest_2,17XJ1A0309
3903,,aleah crider,fest_2_event_9,,fest_2,17XJ1A0309
4093,,aleah crider,fest_2_event_1,,fest_2,17XJ1A0309
5127,,aleah crider,fest_1_event_12,,fest_1,17XJ1A0309
1534,,aleah crider,fest_2_event_2,,fest_2,17XJ1A0309
1510,,aleah crider,fest_1_event_13,,fest_1,17XJ1A0309
2757,,aleah crider,fest_2_event_5,,fest_2,17XJ1A0309
5081,,aleah crider,fest_1_event_13,,fest_1,17XJ1A0309
2945,,aleah crider,fest_1_event_11,,fest_1,17XJ1A0309
3446,,aleah crider,fest_1_event_1,,fest_1,17XJ1A0309
4404,,aleah crider,fest_2_event_4,,fest_2,17XJ1A0309
4576,,aleah crider,fest_2_event_1,,fest_2,17XJ1A0309
2895,,aleah crider,fest_1_event_2,,fest_2,17XJ1A0309
4467,,aleah crider,fest_2_event_12,,fest_2,17XJ1A0309
2930,,aleah crider,fest_2_event_11,,fest_2,17XJ1A0309
1590,,aleah crider,fest_1_event_7,,fest_1,17XJ1A0309
3298,,aleah crider,fest_1_event_1,,fest_1,17XJ1A0309
4537,,aleah crider,fest_2_event_11,,fest_2,17XJ1A0309
1392,,aleah crider,fest_1_event_7,,fest_1,17XJ1A0309
2037,,aleah crider,fest_1_event_2,,fest_2,17XJ1A0309
1713,,aleah crider,fest_2_event_6,,fest_2,17XJ1A0309
1952,,aleah crider,fest_2_event_15,,fest_2,17XJ1A0309
2606,,aleah crider,fest_1_event_4,,fest_1,17XJ1A0309
5083,,aleah crider,fest_2_event_9,,fest_2,17XJ1A0309
3294,,aleah crider,fest_1_event_10,,fest_1,17XJ1A0309
421,club_3,lorena lamar,club_3_event_1,Participant,,17XJ1A0312
2512,,lorena lamar,fest_1_event_2,,fest_2,17XJ1A0312
68,club_2,lorena lamar,club_2_event_2,Participant,,17XJ1A0312
3330,,lorena lamar,fest_2_event_1,,fest_2,17XJ1A0312
651,club_2,janell hager,club_2_event_3,Participant,,17XJ1A0313
904,club_1,janell hager,club_1_event_2,Participant,,17XJ1A0313
908,club_2,janell hager,club_2_event_1,Participant,,17XJ1A0313
770,club_1,janell hager,club_1_event_1,Participant,,17XJ1A0313
885,club_3,janell hager,club_3_event_2,Participant,,17XJ1A0313
814,club_1,sydnee mears,club_1_event_1,Participant,,17XJ1A0314
365,club_3,sydnee mears,club_3_event_1,organiser_5,,17XJ1A0314
5199,,sydnee mears,fest_1_event_5,,fest_1,17XJ1A0314
429,club_3,sydnee mears,club_3_event_3,Participant,,17XJ1A0314
4828,,sheldon ernst,fest_2_event_12,,fest_2,17XJ1A0315
3931,,sheldon ernst,fest_1_event_12,,fest_1,17XJ1A0315
4684,,sheldon ernst,fest_1_event_1,,fest_1,17XJ1A0315
1908,,sheldon ernst,fest_1_event_6,,fest_1,17XJ1A0315
3097,,sheldon ernst,fest_2_event_14,,fest_2,17XJ1A0315
5107,,sheldon ernst,fest_2_event_11,,fest_2,17XJ1A0315
3662,,sheldon ernst,fest_1_event_3,,fest_1,17XJ1A0315
4352,,sheldon ernst,fest_1_event_4,,fest_1,17XJ1A0315
3263,,johnpaul wing,fest_1_event_13,,fest_1,17XJ1A0316
3306,,johnpaul wing,fest_1_event_2,,fest_2,17XJ1A0316
1405,,johnpaul wing,fest_2_event_14,,fest_2,17XJ1A0316
1188,,johnpaul wing,fest_2_event_12,,fest_2,17XJ1A0316
4075,,johnpaul wing,fest_1_event_12,,fest_1,17XJ1A0316
2810,,johnpaul wing,fest_1_event_11,,fest_1,17XJ1A0316
2025,,johnpaul wing,fest_2_event_1,,fest_2,17XJ1A0316
1839,,johnpaul wing,fest_2_event_4,,fest_2,17XJ1A0316
2526,,johnpaul wing,fest_2_event_3,,fest_2,17XJ1A0316
5096,,johnpaul wing,fest_2_event_9,,fest_2,17XJ1A0316
1894,,johnpaul wing,fest_1_event_4,,fest_1,17XJ1A0316
5444,,johnpaul wing,fest_2_event_11,,fest_2,17XJ1A0316
1653,,johnpaul wing,fest_2_event_15,,fest_2,17XJ1A0316
2818,,johnpaul wing,fest_1_event_5,,fest_1,17XJ1A0316
2745,,johnpaul wing,fest_2_event_10,,fest_2,17XJ1A0316
1568,,johnpaul wing,fest_1_event_10,,fest_1,17XJ1A0316
3283,,johnpaul wing,fest_2_event_2,,fest_2,17XJ1A0316
4618,,johnpaul wing,fest_1_event_7,,fest_1,17XJ1A0316
1959,,johnpaul wing,fest_2_event_6,,fest_2,17XJ1A0316
4674,,perry perryman,fest_2_event_5,,fest_2,17XJ1A0317
3569,,perry perryman,fest_1_event_2,,fest_2,17XJ1A0317
4525,,perry perryman,fest_1_event_13,,fest_1,17XJ1A0317
1559,,perry perryman,fest_1_event_3,,fest_1,17XJ1A0317
1843,,perry perryman,fest_1_event_4,,fest_1,17XJ1A0317
3558,,perry perryman,fest_2_event_1,,fest_2,17XJ1A0317
2970,,perry perryman,fest_1_event_11,,fest_1,17XJ1A0317
1210,,perry perryman,fest_2_event_2,,fest_2,17XJ1A0317
4911,,perry perryman,fest_1_event_5,,fest_1,17XJ1A0317
2448,,perry perryman,fest_2_event_3,,fest_2,17XJ1A0317
2926,,perry perryman,fest_1_event_7,,fest_1,17XJ1A0317
4827,,perry perryman,fest_1_event_6,,fest_1,17XJ1A0317
988,,perry perryman,,organiser_10,fest_1,17XJ1A0317
1900,,clyde lindsay,fest_2_event_5,,fest_2,17XJ1A0318
1271,,clyde lindsay,fest_1_event_2,,fest_2,17XJ1A0318
632,club_1,clyde lindsay,club_1_event_2,Participant,,17XJ1A0318
16,club_2,clyde lindsay,club_2_event_1,Participant,,17XJ1A0318
2781,,clyde lindsay,fest_1_event_1,,fest_1,17XJ1A0318
734,club_3,clyde lindsay,club_3_event_2,Participant,,17XJ1A0318
2725,,clyde lindsay,fest_1_event_4,,fest_1,17XJ1A0318
586,club_2,clyde lindsay,club_2_event_2,Participant,,17XJ1A0318
4423,,clyde lindsay,fest_2_event_3,,fest_2,17XJ1A0318
3213,,clyde lindsay,fest_2_event_1,,fest_2,17XJ1A0318
4427,,clyde lindsay,fest_1_event_3,,fest_1,17XJ1A0318
922,club_3,clyde lindsay,club_3_event_1,Participant,,17XJ1A0318
3889,,mallorie saenz,fest_2_event_9,,fest_2,17XJ1A0319
5232,,mallorie saenz,fest_2_event_4,,fest_2,17XJ1A0319
5312,,mallorie saenz,fest_1_event_9,,fest_1,17XJ1A0319
3073,,mallorie saenz,fest_2_event_8,,fest_2,17XJ1A0319
4085,,mallorie saenz,fest_1_event_8,,fest_1,17XJ1A0319
1812,,mallorie saenz,fest_2_event_3,,fest_2,17XJ1A0319
2042,,mallorie saenz,fest_1_event_1,,fest_1,17XJ1A0319
4501,,mallorie saenz,fest_2_event_1,,fest_2,17XJ1A0319
1592,,mallorie saenz,fest_2_event_7,,fest_2,17XJ1A0319
50,club_3,mallorie saenz,club_3_event_2,Participant,,17XJ1A0319
871,club_1,mallorie saenz,club_1_event_2,Participant,,17XJ1A0319
2973,,mallorie saenz,fest_1_event_2,,fest_2,17XJ1A0319
5341,,mallorie saenz,fest_2_event_11,,fest_2,17XJ1A0319
4382,,mallorie saenz,fest_2_event_5,,fest_2,17XJ1A0319
1107,,mallorie saenz,fest_2_event_14,,fest_2,17XJ1A0319
4688,,mallorie saenz,fest_1_event_11,,fest_1,17XJ1A0319
5128,,mallorie saenz,fest_1_event_6,,fest_1,17XJ1A0319
2828,,mallorie saenz,fest_1_event_5,,fest_1,17XJ1A0319
4643,,mallorie saenz,fest_2_event_10,,fest_2,17XJ1A0319
4587,,mallorie saenz,fest_2_event_15,,fest_2,17XJ1A0319
2566,,mallorie saenz,fest_1_event_12,,fest_1,17XJ1A0319
2447,,mallorie saenz,fest_1_event_10,,fest_1,17XJ1A0319
110,club_3,mallorie saenz,club_3_event_1,Participant,,17XJ1A0319
1004,,isabell perales,fest_1_event_12,,fest_1,17XJ1A0320
2962,,isabell perales,fest_2_event_6,,fest_2,17XJ1A0320
3593,,keenan stone,fest_2_event_1,,fest_2,17XJ1A0321
4629,,keenan stone,fest_1_event_11,,fest_1,17XJ1A0321
1122,,keenan stone,fest_1_event_8,,fest_1,17XJ1A0321
3743,,keenan stone,fest_2_event_5,,fest_2,17XJ1A0321
4292,,keenan stone,fest_2_event_13,,fest_2,17XJ1A0321
2206,,keenan stone,fest_1_event_10,,fest_1,17XJ1A0321
5119,,keenan stone,fest_2_event_5,,fest_2,17XJ1A0321
3752,,keenan stone,fest_2_event_13,,fest_2,17XJ1A0321
1783,,keenan stone,fest_2_event_3,,fest_2,17XJ1A0321
4554,,keenan stone,fest_2_event_12,,fest_2,17XJ1A0321
1658,,keenan stone,fest_1_event_5,,fest_1,17XJ1A0321
5038,,keenan stone,fest_2_event_10,,fest_2,17XJ1A0321
3869,,keenan stone,fest_2_event_3,,fest_2,17XJ1A0321
3402,,keenan stone,fest_1_event_3,,fest_1,17XJ1A0321
1423,,keenan stone,fest_2_event_15,,fest_2,17XJ1A0321
5420,,keenan stone,fest_2_event_9,,fest_2,17XJ1A0321
1262,,keenan stone,fest_1_event_4,,fest_1,17XJ1A0321
5159,,keenan stone,fest_2_event_4,,fest_2,17XJ1A0321
3370,,keenan stone,fest_2_event_3,,fest_2,17XJ1A0321
4975,,keenan stone,fest_1_event_1,,fest_1,17XJ1A0321
3625,,keenan stone,fest_1_event_2,,fest_2,17XJ1A0321
3608,,keenan stone,fest_1_event_4,,fest_1,17XJ1A0321
2922,,keenan stone,fest_2_event_7,,fest_2,17XJ1A0321
1194,,keenan stone,fest_2_event_2,,fest_2,17XJ1A0321
897,club_2,raymundo zapata,club_2_event_2,Participant,,17XJ1A0322
38,club_1,raymundo zapata,club_1_event_3,Participant,,17XJ1A0322
3453,,raymundo zapata,fest_1_event_5,,fest_1,17XJ1A0322
3503,,raymundo zapata,fest_2_event_4,,fest_2,17XJ1A0322
839,club_2,raymundo zapata,club_2_event_3,Participant,,17XJ1A0322
720,club_3,raymundo zapata,club_3_event_1,Participant,,17XJ1A0322
346,club_3,raymundo zapata,club_3_event_2,Participant,,17XJ1A0322
830,club_1,rylie gomez,club_1_event_3,Participant,,17XJ1A0323
578,club_3,rylie gomez,club_3_event_1,Participant,,17XJ1A0323
652,club_2,rylie gomez,club_2_event_2,Participant,,17XJ1A0323
116,club_3,rylie gomez,club_3_event_3,Participant,,17XJ1A0323
796,club_2,rylie gomez,club_2_event_1,Participant,,17XJ1A0323
427,club_1,rylie gomez,club_1_event_2,Participant,,17XJ1A0323
1646,,dallas ball,fest_2_event_5,,fest_2,17XJ1A0324
4068,,dallas ball,fest_2_event_6,,fest_2,17XJ1A0324
3787,,dallas ball,fest_1_event_9,,fest_1,17XJ1A0324
1770,,dallas ball,fest_1_event_1,,fest_1,17XJ1A0324
4460,,dallas ball,fest_2_event_4,,fest_2,17XJ1A0324
4989,,dallas ball,fest_1_event_7,,fest_1,17XJ1A0324
2978,,dallas ball,fest_1_event_12,,fest_1,17XJ1A0324
4522,,dallas ball,fest_2_event_15,,fest_2,17XJ1A0324
2165,,dallas ball,fest_2_event_12,,fest_2,17XJ1A0324
3177,,dallas ball,fest_1_event_6,,fest_1,17XJ1A0324
3208,,dallas ball,fest_2_event_11,,fest_2,17XJ1A0324
5009,,dallas ball,fest_1_event_2,,fest_2,17XJ1A0324
2896,,dallas ball,fest_2_event_1,,fest_2,17XJ1A0324
3236,,dallas ball,fest_2_event_8,,fest_2,17XJ1A0324
3932,,dallas ball,fest_1_event_13,,fest_1,17XJ1A0324
2482,,dallas ball,fest_2_event_13,,fest_2,17XJ1A0324
1033,,yulisa denson,fest_1_event_8,,fest_1,17XJ1A0325
2277,,yulisa denson,fest_2_event_10,,fest_2,17XJ1A0325
4506,,yulisa denson,fest_1_event_2,,fest_2,17XJ1A0325
3672,,yulisa denson,fest_2_event_2,,fest_2,17XJ1A0325
4930,,yulisa denson,fest_2_event_14,,fest_2,17XJ1A0325
2688,,yulisa denson,fest_2_event_8,,fest_2,17XJ1A0325
1800,,yulisa denson,fest_2_event_5,,fest_2,17XJ1A0325
5027,,yulisa denson,fest_1_event_4,,fest_1,17XJ1A0325
3286,,yulisa denson,fest_2_event_13,,fest_2,17XJ1A0325
3004,,yulisa denson,fest_1_event_5,,fest_1,17XJ1A0325
1320,,yulisa denson,fest_2_event_7,,fest_2,17XJ1A0325
2428,,yulisa denson,fest_2_event_15,,fest_2,17XJ1A0325
2608,,yulisa denson,fest_2_event_11,,fest_2,17XJ1A0325
1830,,yulisa denson,fest_1_event_3,,fest_1,17XJ1A0325
1679,,yulisa denson,fest_2_event_3,,fest_2,17XJ1A0325
3467,,yulisa denson,fest_2_event_4,,fest_2,17XJ1A0325
4408,,yulisa denson,fest_2_event_1,,fest_2,17XJ1A0325
2554,,yulisa denson,fest_1_event_12,,fest_1,17XJ1A0325
2076,,yulisa denson,fest_1_event_11,,fest_1,17XJ1A0325
399,club_2,elliot held,club_2_event_1,Participant,,17XJ1A0326
170,club_1,elliot held,club_1_event_2,Participant,,17XJ1A0326
161,club_3,elliot held,club_3_event_2,Participant,,17XJ1A0326
3393,,elliot held,fest_1_event_1,,fest_1,17XJ1A0326
2309,,keith dempsey,fest_1_event_8,,fest_1,17XJ1A0327
2901,,keith dempsey,fest_1_event_13,,fest_1,17XJ1A0327
4297,,keith dempsey,fest_1_event_1,,fest_1,17XJ1A0327
1846,,keith dempsey,fest_2_event_13,,fest_2,17XJ1A0327
1047,,keith dempsey,fest_1_event_5,,fest_1,17XJ1A0327
5441,,keith dempsey,fest_2_event_4,,fest_2,17XJ1A0327
4192,,keith dempsey,fest_1_event_10,,fest_1,17XJ1A0327
2124,,keith dempsey,fest_2_event_9,,fest_2,17XJ1A0327
5344,,keith dempsey,fest_2_event_7,,fest_2,17XJ1A0327
2248,,genaro culver,fest_2_event_13,,fest_2,17XJ1A0328
1231,,genaro culver,fest_1_event_8,,fest_1,17XJ1A0328
2378,,genaro culver,fest_2_event_12,,fest_2,17XJ1A0328
2070,,genaro culver,fest_2_event_6,,fest_2,17XJ1A0328
2822,,genaro culver,fest_1_event_2,,fest_2,17XJ1A0328
4865,,genaro culver,fest_2_event_2,,fest_2,17XJ1A0328
1483,,genaro culver,fest_2_event_10,,fest_2,17XJ1A0328
3841,,genaro culver,fest_1_event_1,,fest_1,17XJ1A0328
1216,,genaro culver,fest_2_event_11,,fest_2,17XJ1A0328
5360,,genaro culver,fest_2_event_7,,fest_2,17XJ1A0328
3274,,genaro culver,fest_1_event_5,,fest_1,17XJ1A0328
2925,,genaro culver,fest_1_event_11,,fest_1,17XJ1A0328
1152,,genaro culver,fest_2_event_1,,fest_2,17XJ1A0328
1980,,genaro culver,fest_2_event_3,,fest_2,17XJ1A0328
1294,,genaro culver,fest_1_event_7,,fest_1,17XJ1A0328
3002,,peyton ashford,fest_2_event_11,,fest_2,17XJ1A0329
1760,,peyton ashford,fest_2_event_10,,fest_2,17XJ1A0329
3576,,peyton ashford,fest_1_event_9,,fest_1,17XJ1A0329
3450,,peyton ashford,fest_1_event_12,,fest_1,17XJ1A0329
2215,,peyton ashford,fest_1_event_2,,fest_2,17XJ1A0329
5257,,peyton ashford,fest_2_event_15,,fest_2,17XJ1A0329
1739,,peyton ashford,fest_1_event_6,,fest_1,17XJ1A0329
4928,,peyton ashford,fest_1_event_2,,fest_2,17XJ1A0329
3844,,peyton ashford,fest_2_event_1,,fest_2,17XJ1A0329
5150,,peyton ashford,fest_1_event_1,,fest_1,17XJ1A0329
4781,,peyton ashford,fest_1_event_10,,fest_1,17XJ1A0329
5198,,peyton ashford,fest_1_event_3,,fest_1,17XJ1A0329
5281,,peyton ashford,fest_1_event_5,,fest_1,17XJ1A0329
1865,,peyton ashford,fest_2_event_10,,fest_2,17XJ1A0329
2993,,peyton ashford,fest_1_event_3,,fest_1,17XJ1A0329
1651,,peyton ashford,fest_2_event_4,,fest_2,17XJ1A0329
1205,,peyton ashford,fest_1_event_10,,fest_1,17XJ1A0329
4815,,peyton ashford,fest_1_event_1,,fest_1,17XJ1A0329
2668,,peyton ashford,fest_2_event_3,,fest_2,17XJ1A0329
4962,,peyton ashford,fest_1_event_7,,fest_1,17XJ1A0329
2999,,peyton ashford,fest_2_event_2,,fest_2,17XJ1A0329
4449,,peyton ashford,fest_2_event_7,,fest_2,17XJ1A0329
3000,,peyton ashford,fest_1_event_4,,fest_1,17XJ1A0329
3879,,peyton ashford,fest_1_event_4,,fest_1,17XJ1A0329
1119,,peyton ashford,fest_2_event_7,,fest_2,17XJ1A0329
5206,,peyton ashford,fest_1_event_8,,fest_1,17XJ1A0329
5315,,peyton ashford,fest_2_event_14,,fest_2,17XJ1A0329
1898,,peyton ashford,fest_1_event_2,,fest_2,17XJ1A0329
4477,,peyton ashford,fest_2_event_1,,fest_2,17XJ1A0329
2365,,peyton ashford,fest_1_event_12,,fest_1,17XJ1A0329
2499,,peyton ashford,fest_2_event_6,,fest_2,17XJ1A0329
5201,,peyton ashford,fest_2_event_14,,fest_2,17XJ1A0329
1516,,peyton ashford,fest_2_event_3,,fest_2,17XJ1A0329
3763,,peyton ashford,fest_1_event_5,,fest_1,17XJ1A0329
1273,,peyton ashford,fest_1_event_6,,fest_1,17XJ1A0329
1308,,peyton ashford,fest_2_event_9,,fest_2,17XJ1A0329
1436,,peyton ashford,fest_1_event_11,,fest_1,17XJ1A0329
3255,,peyton ashford,fest_2_event_2,,fest_2,17XJ1A0329
3132,,peyton ashford,fest_2_event_5,,fest_2,17XJ1A0329
3766,,peyton ashford,fest_2_event_5,,fest_2,17XJ1A0329
1967,,peyton ashford,fest_2_event_11,,fest_2,17XJ1A0329
4428,,peyton ashford,fest_2_event_8,,fest_2,17XJ1A0329
2777,,peyton ashford,fest_2_event_4,,fest_2,17XJ1A0329
4497,,peyton ashford,fest_2_event_1,,fest_2,17XJ1A0329
1200,,peyton ashford,fest_1_event_11,,fest_1,17XJ1A0329
3166,,peyton ashford,fest_1_event_8,,fest_1,17XJ1A0329
4844,,peyton ashford,fest_2_event_13,,fest_2,17XJ1A0329
1553,,jaycob kauffman,fest_2_event_9,,fest_2,17XJ1A0330
1105,,jaycob kauffman,fest_2_event_7,,fest_2,17XJ1A0330
5412,,jaycob kauffman,fest_1_event_4,,fest_1,17XJ1A0330
2675,,jaycob kauffman,fest_2_event_5,,fest_2,17XJ1A0330
1518,,jaycob kauffman,fest_1_event_3,,fest_1,17XJ1A0330
1525,,jaycob kauffman,fest_1_event_11,,fest_1,17XJ1A0330
5400,,jaycob kauffman,fest_1_event_9,,fest_1,17XJ1A0330
4808,,jaycob kauffman,fest_1_event_8,,fest_1,17XJ1A0330
4546,,jaycob kauffman,fest_2_event_12,,fest_2,17XJ1A0330
3435,,jaycob kauffman,fest_1_event_13,,fest_1,17XJ1A0330
2832,,jaycob kauffman,fest_2_event_15,,fest_2,17XJ1A0330
1394,,jaycob kauffman,fest_2_event_2,,fest_2,17XJ1A0330
1133,,jaycob kauffman,fest_2_event_10,,fest_2,17XJ1A0330
4594,,jaycob kauffman,fest_1_event_12,,fest_1,17XJ1A0330
3395,,jaycob kauffman,fest_2_event_3,,fest_2,17XJ1A0330
2827,,jaycob kauffman,fest_2_event_11,,fest_2,17XJ1A0330
2939,,hamza cary,fest_2_event_11,,fest_2,17XJ1A0331
2243,,hamza cary,fest_1_event_9,,fest_1,17XJ1A0331
2442,,hamza cary,fest_2_event_8,,fest_2,17XJ1A0331
373,club_3,hamza cary,club_3_event_1,Participant,,17XJ1A0331
907,club_2,hamza cary,club_2_event_2,Participant,,17XJ1A0331
2081,,hamza cary,fest_2_event_13,,fest_2,17XJ1A0331
4271,,hamza cary,fest_2_event_4,,fest_2,17XJ1A0331
2509,,hamza cary,fest_2_event_3,,fest_2,17XJ1A0331
2370,,hamza cary,fest_1_event_4,,fest_1,17XJ1A0331
1115,,hamza cary,fest_1_event_1,,fest_1,17XJ1A0331
4229,,hamza cary,fest_2_event_5,,fest_2,17XJ1A0331
730,club_1,hamza cary,club_1_event_1,Participant,,17XJ1A0331
5320,,hamza cary,fest_1_event_1,,fest_1,17XJ1A0331
548,club_3,hamza cary,club_3_event_2,Participant,,17XJ1A0331
264,club_3,frank halstead,club_3_event_2,Participant,,17XJ1A0332
178,club_2,frank halstead,club_2_event_2,Participant,,17XJ1A0332
828,club_1,frank halstead,club_1_event_1,Participant,,17XJ1A0332
411,club_3,frank halstead,club_3_event_1,Participant,,17XJ1A0332
4327,,dorian medina,fest_1_event_3,,fest_1,17XJ1A0333
3442,,dorian medina,fest_2_event_15,,fest_2,17XJ1A0333
3301,,dorian medina,fest_2_event_7,,fest_2,17XJ1A0333
5013,,dorian medina,fest_2_event_5,,fest_2,17XJ1A0333
1244,,dorian medina,fest_2_event_10,,fest_2,17XJ1A0333
